,facname,zipcode,boro,cd,latitude,longitude,geometry,index_right,PUMA,Shape_Leng,Shape_Area
1606,NEW YORK PRESBYTERIAN / LOWER MANHATTAN CANCER CENTER,10007,MANHATTAN,101,40.713146,-74.011078,POINT (-74.0110765501702 40.71313774317678),19,3810,122526.958548,81024704.0028
1607,FAR ROCKAWAY HS CLINIC,11691,QUEENS,414,40.6017556179,-73.7635849943,POINT (-73.76358362974402 40.60174737460068),54,4114,402487.073726,310522670.444
1608,HOME BASED CRISIS INTERVENTION PROGRAM,10032,MANHATTAN,112,40.8400731875,-73.9411342524,POINT (-73.94113281753509 40.84006490379991),10,3801,62589.0551493,81247268.6263
1609,QUEENS BOULEVARD EXTENDED CARE FACILITY DIALYSIS CENTER,11377,QUEENS,402,40.7416940476,-73.9029909897,POINT (-73.90298957219478 40.74168578190914),49,4109,95211.0194607,167050353.269
1610,FAMILY RESOURCE CENTER - MANHATTAN ZONE 4,10004,MANHATTAN,101,40.7062323411,-74.012432875,POINT (-74.01243142463876 40.70622408591056),19,3810,122526.958548,81024704.0028
1611,HEALTH  HOME CARE MANAGEMENT C&Y,11694,QUEENS,414,40.5841570212,-73.8226530539,POINT (-73.82265167096658 40.58414878334715),54,4114,402487.073726,310522670.444
1612,QUEENS HEALTH CENTER,11101,QUEENS,402,40.7447320405,-73.9274226371,POINT (-73.92742121189018 40.74472377546459),49,4109,95211.0194607,167050353.269
1613,PENINSULA NURSING AND REHABILITATION CENTER,11691,QUEENS,414,40.5945243885,-73.7815134142,POINT (-73.78151204443313 40.59451614778754),54,4114,402487.073726,310522670.444
1614,"WOODCREST REHABILITATION & RESIDENTIAL HEALTH CARE CENTER., LLC",11354,QUEENS,407,40.7749086744,-73.8485147325,POINT (-73.84851333063307 40.77490040027068),43,4103,149451.567392,329873810.656
1615,VOLUNTEERS OF AMERICA GREATER NEW YORK INC,10035,MANHATTAN,111,40.785589,-73.92949,POINT (-73.9294885710454 40.78558072681768),13,3804,62599.5024685,64612123.1374
1616,"HANDS ON HEALTH ASSOCIATES, LLC OP",11207,BROOKLYN,305,40.6715003683,-73.8954058206,POINT (-73.89540440949899 40.67149211586158),29,4007,44860.7781372,72205366.5338
1617,INTERMEDIATE SCHOOL 164 EDWARD W. STITT,10032,MANHATTAN,112,40.836998774,-73.9372529293,POINT (-73.93725149496596 40.83699049108593),10,3801,62589.0551493,81247268.6263
1618,RICHMOND MEDICAL CENTER,10301,STATEN ISLAND,501,40.6352796625,-74.1037543512,POINT (-74.10375287608454 40.63527142476379),22,3903,153890.524919,376477826.274
1619,ROGOSIN BROOKDALE CAMPUS,11212,BROOKLYN,317,40.6565857089,-73.9145804803,POINT (-73.91457906454465 40.65657746016795),32,4010,49993.7073847,85916208.8562
1620,ELMHURST PARTIAL HOSPITALIZATION PROGRAM,11373,QUEENS,404,40.7450800085,-73.8856682617,POINT (-73.88566684916763 40.74507174160429),47,4107,100417.206182,107515663.696
1621,BOROUGH PARK DIALYSIS,11219,BROOKLYN,312,40.6394679578,-73.9878577386,POINT (-73.98785630045582 40.63945971515247),36,4014,51089.0682127,87680448.1856
1622,STATEN ISLAND SOUTH DIALYSIS,10312,STATEN ISLAND,503,40.5403343845,-74.1761473215,POINT (-74.17614582914035 40.54032616778905),20,3901,189931.874969,571035855.977
1623,COUNSELING SERVICE OF E.D.N.Y. INC. OP,11201,BROOKLYN,302,40.6934796882,-73.9914138748,POINT (-73.99141243227352 40.69347143484617),26,4004,73010.0956282,86682052.0213
1624,CORONA DISTRICT HEALTH CENTER,11372,QUEENS,403,40.7542208066,-73.8719663726,POINT (-73.87196496469409 40.75421253712508),42,4102,64416.9369837,117155733.277
1625,7TH AVENUE FAMILY HEATLH CENTER AT NYU LANGONE,11220,BROOKLYN,307,40.6424295496,-74.0063504361,POINT (-74.00634899193473 40.64242130723567),34,4012,96983.6271364,112208109.35
1626,CHAPIN HOME FOR THE AGING,11432,QUEENS,408,40.7147480916,-73.8013283983,POINT (-73.80132701562934 40.71473982739084),46,4106,79842.9340986,207308619.71
1627,STATEN ISLAND CARE CENTER,10301,STATEN ISLAND,501,40.6400233525,-74.0950374791,POINT (-74.09503600682429 40.64001511396872),22,3903,153890.524919,376477826.274
1628,GRANT HOUSES CLINIC,10027,MANHATTAN,109,40.8145622311,-73.9583256296,POINT (-73.95832419021879 40.81455395317735),11,3802,37927.824564,46903009.3879
1629,MAIMONIDES ADULT AND PEDIATRIC CARE 7TH AVENUE,11220,BROOKLYN,310,40.6345738004,-74.0134377671,POINT (-74.01343632177249 40.63456555951391),34,4012,96983.6271364,112208109.35
1630,MONTEFIORE RADIOLOGY EXT CLINIC,10461,BRONX,211,40.8463944738,-73.8458725467,POINT (-73.84587114123445 40.84638618541889),3,3704,47970.2030233,106216908.278
1631,WATERVIEW NURSING CARE CENTER,11354,QUEENS,407,40.7741681242,-73.8482734402,POINT (-73.84827203844114 40.77415985044561),43,4103,149451.567392,329873810.656
1632,BRONX HEALTH COLLECTIVE,10459,BRONX,202,40.8194953919,-73.9009221497,POINT (-73.9009207283523 40.81948711149589),9,3710,90067.9543636,137760289.541
1633,MAIMONIDES WOMEN'S SERVICES 9TH AVENUE,11220,BROOKLYN,312,40.642967,-73.998276,POINT (-73.99827455840226 40.64295875746996),34,4012,96983.6271364,112208109.35
1634,SANFORD R NALITT INST FOR CANCER,10305,STATEN ISLAND,502,40.5863018509,-74.086107575,POINT (-74.08610610876931 40.58629362229586),21,3902,153372.622901,675481898.963
1635,BEACON CHRISTIAN COMMUNITY HEALTH CENTER - ANNEX SITE,10303,STATEN ISLAND,501,40.6264943845,-74.1570699349,POINT (-74.15706844373483 40.6264861502376),22,3903,153890.524919,376477826.274
1636,GRAND CENTRAL NEIGHBORHOOD MULTISERVICE CENTER,10016,MANHATTAN,105,40.7452055302,-73.9814677692,POINT (-73.98146632592446 40.74519726704145),17,3808,43083.5505189,44952037.8009
1637,MANHATTAN DAY TREATMENT-BEACON,10036,MANHATTAN,104,40.7611956189,-73.9961398316,POINT (-73.99613838343387 40.76118735325549),16,3807,71863.8360436,85622064.5857
1638,GERIATRIC PEER ADVOCACY,11203,BROOKLYN,309,40.6566081197,-73.9362367965,POINT (-73.93623537322942 40.65659987120811),33,4011,34953.4245338,47617950.8156
1639,EDUCATION/TRAINING AND RESOURCE CENTER: PEER SUPPORT,11435,QUEENS,412,40.7024370917,-73.8078256928,POINT (-73.80782430776135 40.7024288304821),52,4112,72793.6040684,260049220.98
1640,SBH HEALTH SYSTEM BEHAVIORAL HEALTH COMMUNITY RECOVERY SVC.,10458,BRONX,205,40.8606370972,-73.8959728343,POINT (-73.89597141190971 40.86062880754653),5,3706,51826.0737093,43886930.6821
1641,MANHATTAN AVENUE HEALTH CENTER,11222,BROOKLYN,301,40.7320623065,-73.9542778821,POINT (-73.95427644846798 40.73205404461108),23,4001,73897.4959714,114906677.762
1642,PALM GARDENS CENTER FOR NURSING AND REHABILITATION,11218,BROOKLYN,312,40.6413571121,-73.972629715,POINT (-73.97262828159795 40.64134886840744),36,4014,51089.0682127,87680448.1856
1643,BELVUE HOSP/OCME/EMS STATION 8,10016,MANHATTAN,106,40.738747,-73.975343,POINT (-73.97534155970709 40.73873873668213),17,3808,43083.5505189,44952037.8009
1644,AVANTUS HARLEM GREEN DIALYSIS CENTER,10027,MANHATTAN,109,40.814073,-73.9549422204,POINT (-73.95494078255057 40.81406472182743),11,3802,37927.824564,46903009.3879
1645,HOLLISWOOD CENTER FOR REHABILITATION AND HEALTHCARE,11423,QUEENS,412,40.7121114383,-73.7638272899,POINT (-73.76382591868787 40.7121031742625),52,4112,72793.6040684,260049220.98
1646,P.S. 124,10002,MANHATTAN,103,40.7146588903,-73.9955977983,POINT (-73.99559635359965 40.71465063335793),18,3809,36351.6176183,48695493.6207
1647,CADMAN FAMILY HEALTH CENTER,11201,BROOKLYN,302,40.6951563438,-73.9914659222,POINT (-73.99146447993232 40.69514809078697),26,4004,73010.0956282,86682052.0213
1648,AMETHYST HOUSE CR,10302,STATEN ISLAND,501,40.6352642779,-74.1327807367,POINT (-74.13277925180448 40.63525604140407),22,3903,153890.524919,376477826.274
1649,RAICES CASA BIEN ESTAR,11217,BROOKLYN,302,40.6859722604,-73.983080357,POINT (-73.98307891691888 40.68596400822655),26,4004,73010.0956282,86682052.0213
1650,ODA PRIMARY HEALTH CARE CENTER,11249,BROOKLYN,301,40.6989152364,-73.9598627935,POINT (-73.95986136032137 40.69890698114266),23,4001,73897.4959714,114906677.762
1651,THE LEGAL AID SOCIETY,10038,MANHATTAN,101,40.7068611264,-74.0043650439,POINT (-74.00436359720838 40.70685287118536),19,3810,122526.958548,81024704.0028
1652,PUERTO RICAN FAMILY INSTITUTE INC,10457,BRONX,206,40.844794886,-73.8974649749,POINT (-73.89746355309686 40.84478660029841),4,3705,68697.5999192,122483690.262
1653,THIRD HORIZON CLINIC OTP,11201,BROOKLYN,302,40.6970428267,-73.9857903927,POINT (-73.98578895124214 40.69703457287417),26,4004,73010.0956282,86682052.0213
1654,PSYCHIATRIC INPATIENT UNIT,10461,BRONX,211,40.848813509,-73.8396270891,POINT (-73.83962568538087 40.84880521933131),3,3704,47970.2030233,106216908.278
1655,JOB PATH INC,10018,MANHATTAN,105,40.754139459,-73.9908599649,POINT (-73.99085851892559 40.75413119448724),16,3807,71863.8360436,85622064.5857
1656,NORMAN THOMAS HIGH SCHOOL,10016,MANHATTAN,105,40.7464702154,-73.9809935726,POINT (-73.9809921299546 40.746461951174),17,3808,43083.5505189,44952037.8009
1657,EAST HAMPTON OUTPATIENT SERVICES OP,11106,QUEENS,401,40.7646743658,-73.9402843643,POINT (-73.94028293357722 40.76466609693622),41,4101,76015.2039665,143819416.07
1658,WELLBOUND,11223,BROOKLYN,311,40.6035338985,-73.9726362544,POINT (-73.97263482397194 40.60352566230689),39,4017,48986.1529273,103016112.076
1659,WILLIAM F RYAN COMMUNITY HEALTH CENTER INC,10025,MANHATTAN,107,40.7960825496,-73.9685138116,POINT (-73.96851237069909 40.79607427569589),15,3806,47538.4259936,88497862.2383
1660,STATEN ISLAND UNIVERSITY HOSPITAL SOUTH SITE CLINIC,10309,STATEN ISLAND,503,40.5164165504,-74.1974080793,POINT (-74.19740658086866 40.516408338926),20,3901,189931.874969,571035855.977
1661,SHINING STAR HOME HEALTH CARE,11204,BROOKLYN,312,40.6222875537,-73.9872913945,POINT (-73.9872899571008 40.62227931472489),36,4014,51089.0682127,87680448.1856
1662,OZANAM HALL OF QUEENS NURSING HOME INC,11361,QUEENS,411,40.7587209929,-73.7822170474,POINT (-73.78221566844526 40.75871271949734),44,4104,104978.089545,260047824.698
1663,TRIBORO CENTER FOR REHABILITATION AND NURSING,10456,BRONX,204,40.8315325295,-73.911538719,POINT (-73.9115372930176 40.83152424606806),7,3708,35002.7055809,55881067.7537
1664,ODA PRIMARY HEALTH CARE NETWORK,11205,BROOKLYN,303,40.6971194933,-73.9559544199,POINT (-73.95595298876096 40.69711123842936),25,4003,44724.5004612,64036724.4504
1665,MONTEFIORE MED CENTER - JACK D WEILER HOSP OF A EINSTEIN COLLEGE DIV,10461,BRONX,211,40.8497883036,-73.8458689604,POINT (-73.84586755468052 40.84978001497474),3,3704,47970.2030233,106216908.278
1666,COMPREHENSIVE CD PROGRAM OP,11432,QUEENS,408,40.7169307215,-73.8042620847,POINT (-73.8042607004725 40.71692245766096),46,4106,79842.9340986,207308619.71
1667,UNITED ODD FELLOW AND REBEKAH HOME LTHHCP,10462,BRONX,209,40.8305694525,-73.8467036335,POINT (-73.84670222905153 40.83056116719902),8,3709,73288.7773801,124117768.897
1668,NEW GOUVERNEUR HOSPITAL SNF,10002,MANHATTAN,103,40.7131735919,-73.98786628,POINT (-73.98786483701262 40.71316533435611),18,3809,36351.6176183,48695493.6207
1669,HHC HEALTH AND HOME CARE,10038,MANHATTAN,101,40.7068147595,-74.0058639351,POINT (-74.00586248769559 40.70680650391745),19,3810,122526.958548,81024704.0028
1670,EAST HARLEM COUNCIL FOR HUMAN SERVICES INC,10035,MANHATTAN,111,40.8024182167,-73.9363384512,POINT (-73.93633701960948 40.80240994109759),13,3804,62599.5024685,64612123.1374
1671,CENTER FOR URBAN COMMUNITY SERVICES INC,10035,MANHATTAN,111,40.8008676044,-73.9438656842,POINT (-73.94386425011332 40.80085932885327),13,3804,62599.5024685,64612123.1374
1672,"T.R.I. CENTER, INC. OP",10018,MANHATTAN,105,40.7521343163,-73.9878226902,POINT (-73.98782124434722 40.75212605212206),16,3807,71863.8360436,85622064.5857
1673,BETH ISRAEL MEDICAL CENTER,10003,MANHATTAN,106,40.7333359108,-73.9823225883,POINT (-73.98232114562919 40.73332765007594),17,3808,43083.5505189,44952037.8009
1674,BROADWAY DIALYSIS CENTER,11373,QUEENS,404,40.7450800085,-73.8856682617,POINT (-73.88566684916763 40.74507174160429),47,4107,100417.206182,107515663.696
1675,THE GRAND REHABILITATION AND NURSING AT QUEENS,11357,QUEENS,407,40.7816006868,-73.8053171076,POINT (-73.80531571930456 40.78159241056024),43,4103,149451.567392,329873810.656
1676,WESTON UNITED COMMUNITY RENEWAL - HH NONMED CM,10030,MANHATTAN,110,40.8211085495,-73.9390409241,POINT (-73.93903949026067 40.82110026952257),12,3803,38111.6886704,39843953.7438
1677,"CATON PARK REHABILITATION AND NURSING CENTER, LLC",11226,BROOKLYN,314,40.6494939881,-73.9673167025,POINT (-73.96731527091841 40.64948574268961),37,4015,50007.9713088,81045770.1741
1678,CENTERLIGHT HEALTHCARE,11212,BROOKLYN,317,40.6620680137,-73.9207138052,POINT (-73.92071238789472 40.66205976446808),29,4007,44860.7781372,72205366.5338
1679,"ENDOSCOPIC DIAGNOSTIC AND TREATMENT CENTER, LLC",11209,BROOKLYN,310,40.6283096723,-74.0212091305,POINT (-74.0212076820755 40.62830143310668),35,4013,48170.458,107113832.637
1680,MAIN STREET RADIOLOGY AT BAYSIDE LLC,11358,QUEENS,411,40.7688042273,-73.7913729402,POINT (-73.79137155661047 40.76879595214418),44,4104,104978.089545,260047824.698
1681,WEST FARMS FAMILY PRACTICE CENTER,10460,BRONX,206,40.8403597607,-73.8795760753,POINT (-73.8795746590113 40.84035147504522),4,3705,68697.5999192,122483690.262
1682,THE PRESTON ROBERT TISCH CENTER FOR MEN'S HEALTH AT NYU LANGONE,10022,MANHATTAN,105,40.7611764736,-73.9726834994,POINT (-73.97268205889733 40.76116820682051),16,3807,71863.8360436,85622064.5857
1683,EAST TREMONT MEDICAL CENTER,10460,BRONX,206,40.8413402091,-73.8835327216,POINT (-73.88353130443544 40.84133192300715),4,3705,68697.5999192,122483690.262
1684,CENTER FOR WOMENS HEALTH,10305,STATEN ISLAND,502,40.5842450213,-74.0882105704,POINT (-74.08820910330141 40.58423679356061),21,3902,153372.622901,675481898.963
1685,MAIMONIDES CANCER CENTER,11220,BROOKLYN,310,40.6339007323,-74.011831068,POINT (-74.01182962201879 40.63389249174897),34,4012,96983.6271364,112208109.35
1686,LACONIA NURSING HOME,10466,BRONX,212,40.8876520652,-73.8483546153,POINT (-73.84835320707862 40.88764376886996),1,3702,106167.592328,188993662.687
1687,JACKSON AVENUE FAMILY RESIDENCE,10454,BRONX,201,40.8056262855,-73.9133963147,POINT (-73.91339489022916 40.80561800819363),9,3710,90067.9543636,137760289.541
1688,METROPOLITAN HOSPITAL CENTER,10029,MANHATTAN,111,40.7850782607,-73.9450254421,POINT (-73.94502400891794 40.78506998808025),13,3804,62599.5024685,64612123.1374
1689,NYU LANGONE LEVIT MEDICAL ARTS PAVILION,11229,BROOKLYN,315,40.6099087277,-73.960576806,POINT (-73.96057537780555 40.6099004899385),38,4016,109480.188237,120716882.065
1690,MOUNT HOPE DIALYSIS CENTER,10457,BRONX,206,40.8486710856,-73.8999261372,POINT (-73.89992471518569 40.84866279879195),6,3707,37374.595308,42281071.5105
1691,THE BIRTHING CENTER OF NY INC,11220,BROOKLYN,310,40.6377414629,-74.0255334357,POINT (-74.02553198620612 40.63773322219763),35,4013,48170.458,107113832.637
1692,HARLEM HOSPITAL CTR OP,10037,MANHATTAN,110,40.8147674209,-73.939645479,POINT (-73.93964404561922 40.81475914159836),12,3803,38111.6886704,39843953.7438
1693,STATEN ISLAND UNIVERSITY HOSP. OTP 3,10305,STATEN ISLAND,502,40.5847596649,-74.0860467586,POINT (-74.08604529194386 40.58475143683506),21,3902,153372.622901,675481898.963
1694,PS 256 BENJAMIN BANNEKER,11216,BROOKLYN,303,40.6905164113,-73.9498303979,POINT (-73.94982896888834 40.6905081574083),25,4003,44724.5004612,64036724.4504
1695,AUDUBON ADULT OUTPATIENT CLINIC,10032,MANHATTAN,112,40.8393619862,-73.938727499,POINT (-73.93872606400625 40.83935370308306),10,3801,62589.0551493,81247268.6263
1696,CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,11210,BROOKLYN,314,40.6349117669,-73.9495157295,POINT (-73.94951430458397 40.63490352440175),37,4015,50007.9713088,81045770.1741
1697,TRANSITIONAL SERVICES FOR NEW YORK - HH CM,11435,QUEENS,412,40.7024370917,-73.8078256928,POINT (-73.80782430776135 40.7024288304821),52,4112,72793.6040684,260049220.98
1698,THE CHILD CENTER OF NY INC,11373,QUEENS,404,40.7371796745,-73.8817712664,POINT (-73.88176985558862 40.73717140900095),49,4109,95211.0194607,167050353.269
1699,HEALTHY CONNECTIONS,11220,BROOKLYN,307,40.6375510042,-74.0141695286,POINT (-74.01416808188559 40.63754276284659),34,4012,96983.6271364,112208109.35
1700,METRO COMMUNITY HEALTH CENTER BROOKLYN,11203,BROOKLYN,309,40.6632476598,-73.9329402233,POINT (-73.93293880040135 40.66323941111089),33,4011,34953.4245338,47617950.8156
1701,RAINBOW PSYCHOSOCIAL CLUBHOUSE PROGRAM,10031,MANHATTAN,109,40.8253899027,-73.9469216402,POINT (-73.94692020401823 40.82538162217769),11,3802,37927.824564,46903009.3879
1702,FORDHAM-TREMONT COMM MENTAL HEALTH CENTER,10457,BRONX,206,40.8454485696,-73.8930276454,POINT (-73.8930262252364 40.84544028261239),4,3705,68697.5999192,122483690.262
1703,"BALTIC STREET AEH, INC",11217,BROOKLYN,302,40.6880241556,-73.9799650243,POINT (-73.97996358527828 40.68801590269769),26,4004,73010.0956282,86682052.0213
1704,VISITING NURSE SERVICE OF NEW YORK HOMECARE II,10027,MANHATTAN,110,40.8084473262,-73.9477809601,POINT (-73.94777952499425 40.80843904891917),12,3803,38111.6886704,39843953.7438
1705,"DOCTORS UNITED, INC.",10466,BRONX,212,40.8931709634,-73.8556610245,POINT (-73.85565961279121 40.89316266620244),1,3702,106167.592328,188993662.687
1706,LONG ISLAND JEWISH MEDICAL CENTER,11691,QUEENS,414,40.6052331563,-73.7523101234,POINT (-73.75230876234907 40.60522491268732),54,4114,402487.073726,310522670.444
1707,"ODA PRIMARY HEALTH CARE NETWORK, INC.",11211,BROOKLYN,301,40.7066354417,-73.9533909092,POINT (-73.9533894782715 40.70662718446535),23,4001,73897.4959714,114906677.762
1708,SEPHARDIC BIKUR HOLIM CLINIC,11223,BROOKLYN,315,40.6050345323,-73.9719118036,POINT (-73.97191037182115 40.60502629559063),38,4016,109480.188237,120716882.065
1709,EAST NEW YORK DIAGNOSTIC & TREATMENT CENTER,11207,BROOKLYN,305,40.6716721767,-73.8952018393,POINT (-73.89520042923965 40.67166392426699),29,4007,44860.7781372,72205366.5338
1710,JGB MENTAL HEALTH AND MENTAL RETARDATION SERVICES INC. CTP,10023,MANHATTAN,107,40.7742797867,-73.9880444854,POINT (-73.9880430380212 40.77427151698748),15,3806,47538.4259936,88497862.2383
1711,HOME CARE SERV FOR INDEPENDENT LIVING INC.,11230,BROOKLYN,314,40.6119622451,-73.9542521221,POINT (-73.95425069642307 40.61195400633834),37,4015,50007.9713088,81045770.1741
1712,FAMILY RESOURCE CENTER OF SOUTHERN BRONX,10459,BRONX,202,40.8220063016,-73.8963059627,POINT (-73.8963045419178 40.82199801934959),9,3710,90067.9543636,137760289.541
1713,RECEPTION CENTER,10001,MANHATTAN,104,40.7449150617,-73.99304081,POINT (-73.99303936323946 40.74490679905978),16,3807,71863.8360436,85622064.5857
1714,BRONX-LEBANON HOSPITAL CENTER - HH CM,10456,BRONX,203,40.8314063787,-73.9032190446,POINT (-73.9032176223639 40.83139809561181),4,3705,68697.5999192,122483690.262
1715,INWOOD COMMUNITY SERVICES INC.,10034,MANHATTAN,112,40.8661350718,-73.9245240748,POINT (-73.92452264355695 40.86612678229836),10,3801,62589.0551493,81247268.6263
1716,CONEY ISLAND HOSPITAL CHILD AND ADULT OUTPATIENT CLINIC PROG,11235,BROOKLYN,313,40.5860795918,-73.9655988228,POINT (-73.96559739552653 40.58607135851963),40,4018,76220.7229706,96030474.3336
1717,SCO FAMILY OF SERVICES,11207,BROOKLYN,304,40.6840191968,-73.9092708093,POINT (-73.90926939411631 40.6840109432233),24,4002,44917.4130232,70686985.4608
1718,INTERBOROUGH DEVELOPMENTAL & CONSULTATION CENTER,11229,BROOKLYN,315,40.6097118941,-73.9567574021,POINT (-73.95675597533447 40.60970365553344),38,4016,109480.188237,120716882.065
1719,UNION COMMUNITY HEALTH CENTER COMPREHENSIVE FAMILY DENTISTRY,10457,BRONX,206,40.8519784435,-73.8917713562,POINT (-73.89176993581748 40.85197015548853),4,3705,68697.5999192,122483690.262
1720,NEW YORK-PRESBYTERIAN HOSPITAL - ALLEN HOSPITAL,10034,MANHATTAN,112,40.8733375926,-73.9130238209,POINT (-73.91302239160753 40.87332930174131),10,3801,62589.0551493,81247268.6263
1721,"NEW YORK CENTER FOR LIVING, INC. OP",10022,MANHATTAN,106,40.7564093501,-73.9688901484,POINT (-73.96888870901087 40.75640108416092),17,3808,43083.5505189,44952037.8009
1722,NYU LANGONE LEVIT MEDICAL ARTS PAVILION,11229,BROOKLYN,315,40.609944542,-73.9602113896,POINT (-73.96020996174241 40.6099363047328),38,4016,109480.188237,120716882.065
1723,CHARLES B WANG COMM HEALTH CARE CENTER,10013,MANHATTAN,101,40.7186649732,-74.0013753848,POINT (-74.00137393713675 40.71865671511714),19,3810,122526.958548,81024704.0028
1724,THE FIREHOUSE HEALTH CLINIC,11432,QUEENS,412,40.7050699018,-73.7983915605,POINT (-73.79839017871589 40.70506163911412),52,4112,72793.6040684,260049220.98
1725,INTERMEDIATE SCHOOL 136,10030,MANHATTAN,110,40.8172745501,-73.9472405436,POINT (-73.94723910701752 40.81726627058427),12,3803,38111.6886704,39843953.7438
1726,ODA PRIMARY HEALTH CARE NETWORK DENTAL CLINIC,11249,BROOKLYN,301,40.7002048964,-73.9594856227,POINT (-73.95948418960769 40.700196640955),23,4001,73897.4959714,114906677.762
1727,QUEENS NASSAU REHABILITATION AND NURSING CENTER,11691,QUEENS,414,40.6000163629,-73.7518339852,POINT (-73.75183262467357 40.60000812023454),54,4114,402487.073726,310522670.444
1728,QUEENSBORO MENTAL HEALTH UNIT,11101,QUEENS,402,40.7425477771,-73.9345446038,POINT (-73.93454317639755 40.74253951307777),49,4109,95211.0194607,167050353.269
1729,HOME BASED CRISIS INTERVENTION,11375,QUEENS,406,40.7152680358,-73.8306133229,POINT (-73.83061192997017 40.71525977272626),48,4108,37999.6381715,77765102.8446
1730,MAIMONIDES PEDIATRIC CARE 57TH STREET,11219,BROOKLYN,312,40.6304987284,-73.996411487,POINT (-73.9964100461834 40.63049048792331),36,4014,51089.0682127,87680448.1856
1731,CHARLES B RANGEL COMM HEALTH CENTER,10031,MANHATTAN,109,40.819843,-73.954613,POINT (-73.95461156173313 40.81983472060162),11,3802,37927.824564,46903009.3879
1732,LINCOLN MEDICAL & MENTAL HEALTH CTR. ADULT GERIATRIC CLINIC,10451,BRONX,201,40.8170605744,-73.9245021238,POINT (-73.92450069556273 40.81705229413947),9,3710,90067.9543636,137760289.541
1733,ADULT INPATIENT SERVICE,11206,BROOKLYN,303,40.6995762326,-73.9423880587,POINT (-73.94238663144121 40.69956797649719),24,4002,44917.4130232,70686985.4608
1734,SMITH COMMUNICARE HEALTH CENTER,10038,MANHATTAN,103,40.7116538264,-73.9973199934,POINT (-73.99731854814466 40.71164557010605),18,3809,36351.6176183,48695493.6207
1735,CONSUMER SELF HELP - MICA - REAL RECOVERY,10461,BRONX,210,40.8416355945,-73.8430437284,POINT (-73.84304232410197 40.84162730764015),3,3704,47970.2030233,106216908.278
1736,MOBILE CRISIS MANAGEMENT - MANHATTAN,10001,MANHATTAN,105,40.7477290158,-73.987833867,POINT (-73.98783242208646 40.7477207519064),16,3807,71863.8360436,85622064.5857
1737,SEGUNDO RUIZ BELVIS DIAGNOSTIC & TREATMENT CENTER,10454,BRONX,201,40.8102075917,-73.9184495367,POINT (-73.91844811041999 40.81019931342644),9,3710,90067.9543636,137760289.541
1738,PROJECT CLEAN,11207,BROOKLYN,304,40.6840191968,-73.9092708093,POINT (-73.90926939411631 40.6840109432233),24,4002,44917.4130232,70686985.4608
1739,ICL - HIGHLAND PARK CENTER,11212,BROOKLYN,316,40.6681320307,-73.910662263,POINT (-73.9106608472726 40.66812377964849),29,4007,44860.7781372,72205366.5338
1740,FAMILY RESOURCE CENTER OF SOUTHERN MANHATTAN,10119,MANHATTAN,105,40.7511833176,-73.9921818422,POINT (-73.9921803959066 40.75117505339986),16,3807,71863.8360436,85622064.5857
1741,ASTOR CLINIC TREATMENT PROGRAM - TILDEN,10467,BRONX,212,40.8766927738,-73.86276122,POINT (-73.862759807187 40.87668447972647),1,3702,106167.592328,188993662.687
1742,OUTPATIENT CHILD & ADOLESCENT MENTAL HEALTH CLINIC,11206,BROOKLYN,303,40.6995762326,-73.9423880587,POINT (-73.94238663144121 40.69956797649719),24,4002,44917.4130232,70686985.4608
1743,ICL BRIDGER TEAM - NON-MEDICAID CC,11233,BROOKLYN,316,40.6757763141,-73.905906411,POINT (-73.90590499627911 40.67576806190712),29,4007,44860.7781372,72205366.5338
1744,BETH ISRAEL MEDICAL CENTER CHILD OUTPATIENT DEPARTMENT,10003,MANHATTAN,106,40.7333359108,-73.9823225883,POINT (-73.98232114562919 40.73332765007594),17,3808,43083.5505189,44952037.8009
1745,WINDSOR PARK REHAB & NURSING CENTER,11427,QUEENS,413,40.7251614831,-73.7527764314,POINT (-73.75277506277074 40.72515321516804),45,4105,206027.45579,550135981.616
1746,UNDER 21,10036,MANHATTAN,104,40.7585383995,-73.9955799931,POINT (-73.99557854521625 40.75853013382142),16,3807,71863.8360436,85622064.5857
1747,RIVERDALE MENTAL HEALTH CENTER,10471,BRONX,208,40.9062485775,-73.9037718641,POINT (-73.90377043649305 40.90624027996372),0,3701,53227.1136077,97928516.6801
1748,INTERFAITH MEDICAL CENTER INPATIENT PSYCHIATRIC UNIT,11213,BROOKLYN,303,40.6784396607,-73.937367399,POINT (-73.93736597431931 40.67843140898096),28,4006,42559.3069581,61860727.1531
1749,OUTREACH,10011,MANHATTAN,102,40.7380177037,-74.0010654347,POINT (-74.00106398607541 40.73800944187541),19,3810,122526.958548,81024704.0028
1750,PHOENIX HOUSE-LAKE RONKONKOMA SRR,11106,QUEENS,401,40.7646743658,-73.9402843643,POINT (-73.94028293357722 40.76466609693622),41,4101,76015.2039665,143819416.07
1751,"BRONXCARE DR. MARTIN LUTHER KING, JR. HEALTH CENTER",10456,BRONX,203,40.8314063787,-73.9032190446,POINT (-73.9032176223639 40.83139809561181),4,3705,68697.5999192,122483690.262
1752,CENTERS HOME HEALTH REVIVAL,10470,BRONX,212,40.9052939272,-73.8491108647,POINT (-73.84910945485196 40.90528562718571),1,3702,106167.592328,188993662.687
